eng_id;child_item_id;path;chain_sort;sequenceno
MAT100001;MAT000460;->MODMAT000001->MAT000758->MAT003272;2;9
MAT100001;MAT000759;->MODMAT000001->MAT000758->MAT003372;2;8
MAT100001;MAT000760;->MODMAT000001->MAT000758->MAT003373;2;11
MAT100001;MAT000761;->MODMAT000001->MAT000758->MAT003374;2;10
MAT100001;MAT000762;->MODMAT000001->MAT000758->MAT003375;2;5
MAT100001;MAT000763;->MODMAT000001->MAT000758->MAT003376;2;7
MAT100001;MAT000764;->MODMAT000001->MAT000758->MAT003377;2;6
MAT100001;MAT000103;->MODMAT000001->MAT000758->MAT003377->MAT006035;3;1
MAT100001;MAT000765;->MODMAT000001->MAT000758->MAT003378;2;3
MAT100001;MAT000766;->MODMAT000001->MAT000758->MAT003378->MAT004976;3;5
MAT100001;MAT000767;->MODMAT000001->MAT000758->MAT003378->MAT004977;3;6
MAT100001;MAT000768;->MODMAT000001->MAT000758->MAT003378->MAT004978;3;3
MAT100001;MAT000182;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005903;4;11
MAT100001;MAT000183;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005903->MAT006186;5;1
MAT100001;MAT000590;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005865;4;15
MAT100001;MAT000769;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005904;4;14
MAT100001;MAT000770;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005905;4;16
MAT100001;MAT000537;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005906;4;10
MAT100001;MAT000384;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005906->MAT006187;5;1
MAT100001;MAT000771;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005907;4;5
MAT100001;MAT000772;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005907->MAT006188;5;1
MAT100001;MAT000773;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005908;4;6
MAT100001;MAT000774;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005908->MAT006189;5;1
MAT100001;MAT000775;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005909;4;9
MAT100001;MAT000776;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005910;4;7
MAT100001;MAT000382;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005910->MAT006190;5;1
MAT100001;MAT000777;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005911;4;8
MAT100001;MAT000176;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005911->MAT006191;5;1
MAT100001;MAT000778;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005912;4;13
MAT100001;MAT000779;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005912->MAT006192;5;1
MAT100001;MAT000780;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005913;4;12
MAT100001;MAT000781;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005913->MAT006193;5;1
MAT100001;MAT000782;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005914;4;3
MAT100001;MAT000783;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005914->MAT006194;5;1
MAT100001;MAT000784;->MODMAT000001->MAT000758->MAT003378->MAT004978->MAT005914->MAT006194->MAT006237;6;3
MAT100001;MAT000785;->MODMAT000001->MAT000785;1;1004
MAT100001;MAT000786;->MODMAT000001->MAT000785->MAT003379;2;7
MAT100001;MAT000787;->MODMAT000001->MAT000785->MAT003380;2;2
MAT100001;MAT000469;->MODMAT000001->MAT000785->MAT003380->MAT006230;3;1
MAT100001;MAT000788;->MODMAT000001->MAT000788;1;1008
MAT100001;MAT000789;->MODMAT000001->MAT000788->MAT005544;2;8
MAT100001;MAT000790;->MODMAT000001->MAT000788->MAT005145;2;11
MAT100001;MAT000791;->MODMAT000001->MAT000788->MAT003383;2;4
MAT100001;MAT000102;->MODMAT000001->MAT000788->MAT003383->MAT006229;3;1
MAT100001;MAT000792;->MODMAT000001->MAT000792;1;1006
MAT100001;MAT000786;->MODMAT000001->MAT000792->MAT003379;2;7
MAT100001;MAT000793;->MODMAT000001->MAT000792->MAT003384;2;5
MAT100001;MAT000469;->MODMAT000001->MAT000792->MAT003384->MAT006230;3;1
MAT100001;MAT000794;->MODMAT000001->MAT000794;1;1014
MAT100001;MAT000473;->MODMAT000001->MAT000794->MAT003281;2;2
MAT100001;MAT000795;->MODMAT000001->MAT000794->MAT003385;2;3
MAT100001;MAT000796;->MODMAT000001->MAT000794->MAT003386;2;1
MAT100001;MAT000276;->MODMAT000001->MAT000794->MAT003386->MAT004789;3;1
MAT100001;MAT000797;->MODMAT000001->MAT000797;1;1045
MAT100001;MAT000798;->MODMAT000001->MAT000797->MAT003387;2;3
MAT100001;MAT000799;->MODMAT000001->MAT000797->MAT003387->MAT004979;3;1
MAT100001;MAT000800;->MODMAT000001->MAT000797->MAT003388;2;2
MAT100001;MAT000801;->MODMAT000001->MAT000797->MAT003389;2;1
MAT100001;MAT000802;->MODMAT000001->MAT000797->MAT003389->MAT004980;3;3
MAT100001;MAT000551;->MODMAT000001->MAT000797->MAT003389->MAT004980->MAT005856;4;1
MAT100001;MAT000803;->MODMAT000001->MAT000797->MAT003389->MAT004981;3;4
MAT100001;MAT000804;->MODMAT000001->MAT000797->MAT003389->MAT004982;3;2
MAT100001;MAT000805;->MODMAT000001->MAT000797->MAT003389->MAT004982->MAT005915;4;1
MAT100001;MAT000806;->MODMAT000001->MAT000797->MAT003389->MAT004983;3;1
MAT100001;MAT000807;->MODMAT000001->MAT000797->MAT003389->MAT004983->MAT005916;4;1
MAT100001;MAT000808;->MODMAT000001->MAT000808;1;1098
MAT100001;MAT000809;->MODMAT000001->MAT000808->MAT003390;2;1
MAT100001;MAT000394;->MODMAT000001->MAT000808->MAT003390->MAT004824;3;1
MAT100001;MAT000381;->MODMAT000001->MAT000808->MAT003226;2;5
MAT100001;MAT000382;->MODMAT000001->MAT000808->MAT003226->MAT006190;3;1
MAT100001;MAT000810;->MODMAT000001->MAT000808->MAT003391;2;3
MAT100001;MAT000811;->MODMAT000001->MAT000808->MAT003391->MAT004984;3;1
MAT100001;MAT000090;->MODMAT000001->MAT000808->MAT005341;2;7
MAT100001;MAT000813;->MODMAT000001->MAT000808->MAT003393;2;6
MAT100001;MAT000814;->MODMAT000001->MAT000808->MAT003393->MAT004985;3;1
MAT100001;MAT000815;->MODMAT000001->MAT000808->MAT003394;2;4
MAT100001;MAT000405;->MODMAT000001->MAT000808->MAT003394->MAT004831;3;1
MAT100001;MAT000816;->MODMAT000001->MAT000808->MAT003395;2;2
MAT100001;MAT000817;->MODMAT000001->MAT000808->MAT003395->MAT004986;3;1
MAT100001;MAT000818;->MODMAT000001->MAT000818;1;1099
MAT100001;MAT000059;->MODMAT000001->MAT000818->MAT003174;2;6
MAT100001;MAT000388;->MODMAT000001->MAT000818->MAT003230;2;5
MAT100001;MAT000389;->MODMAT000001->MAT000818->MAT003231;2;4
MAT100001;MAT000397;->MODMAT000001->MAT000818->MAT004826;2;11
MAT100001;MAT000819;->MODMAT000001->MAT000818->MAT005283;2;12
MAT100001;MAT000197;->MODMAT000001->MAT000818->MAT003161;2;8
MAT100001;MAT000265;->MODMAT000001->MAT000818->MAT005808;2;10
MAT100001;MAT000082;->MODMAT000001->MAT000818->MAT005809;2;9
MAT100001;MAT000390;->MODMAT000001->MAT000818->MAT003232;2;14
MAT100001;MAT000391;->MODMAT000001->MAT000818->MAT003233;2;7
MAT100001;MAT000392;->MODMAT000001->MAT000818->MAT003234;2;13
MAT100001;MAT000406;->MODMAT000001->MAT000818->MAT003240;2;3
MAT100001;MAT000820;->MODMAT000001->MAT000818->MAT003398;2;1
MAT100001;MAT000399;->MODMAT000001->MAT000818->MAT003398->MAT005843;3;1
MAT100001;MAT000821;->MODMAT000001->MAT000818->MAT003399;2;2
MAT100001;MAT000822;->MODMAT000001->MAT000818->MAT003399->MAT004988;3;1
MAT100001;MAT000823;->MODMAT000001->MAT000823;1;1016
MAT100001;MAT000824;->MODMAT000001->MAT000823->MAT003400;2;22
MAT100001;MAT000825;->MODMAT000001->MAT000823->MAT005246;2;17
MAT100001;MAT000583;->MODMAT000001->MAT000823->MAT004902;2;12
MAT100001;MAT000397;->MODMAT000001->MAT000823->MAT004826;2;10
MAT100001;MAT000826;->MODMAT000001->MAT000823->MAT003403;2;11
MAT100001;MAT000827;->MODMAT000001->MAT000823->MAT003404;2;21
MAT100001;MAT000828;->MODMAT000001->MAT000823->MAT003405;2;9
MAT100001;MAT000584;->MODMAT000001->MAT000823->MAT004903;2;16
MAT100001;MAT000082;->MODMAT000001->MAT000823->MAT005809;2;13
MAT100001;MAT000829;->MODMAT000001->MAT000823->MAT003407;2;14
MAT100001;MAT000830;->MODMAT000001->MAT000823->MAT003408;2;18
MAT100001;MAT000831;->MODMAT000001->MAT000823->MAT003409;2;19
MAT100001;MAT000832;->MODMAT000001->MAT000823->MAT003410;2;8
MAT100001;MAT000833;->MODMAT000001->MAT000823->MAT003411;2;15
MAT100001;MAT000834;->MODMAT000001->MAT000823->MAT003364->MAT004989;3;18
MAT100001;MAT000835;->MODMAT000001->MAT000823->MAT003412;2;1
MAT100001;MAT000836;->MODMAT000001->MAT000823->MAT003412->MAT004990;3;6
MAT100001;MAT000837;->MODMAT000001->MAT000823->MAT003412->MAT004991;3;11
MAT100001;MAT000838;->MODMAT000001->MAT000823->MAT003412->MAT004992;3;10
MAT100001;MAT000839;->MODMAT000001->MAT000823->MAT003412->MAT004993;3;9
MAT100001;MAT000840;->MODMAT000001->MAT000823->MAT003412->MAT004994;3;13
MAT100001;MAT000841;->MODMAT000001->MAT000823->MAT003412->MAT004995;3;7
MAT100001;MAT000842;->MODMAT000001->MAT000823->MAT003412->MAT004996;3;8
MAT100001;MAT000843;->MODMAT000001->MAT000823->MAT003412->MAT004997;3;2
MAT100001;MAT000844;->MODMAT000001->MAT000823->MAT003412->MAT004997->MAT005917;4;1
MAT100001;MAT000845;->MODMAT000001->MAT000823->MAT003412->MAT004997->MAT005918;4;3
MAT100001;MAT000846;->MODMAT000001->MAT000823->MAT003412->MAT004997->MAT005919;4;2
MAT100001;MAT000647;->MODMAT000001->MAT000823->MAT003412->MAT004921;3;14
MAT100001;MAT000847;->MODMAT000001->MAT000823->MAT003412->MAT004998;3;5
MAT100001;MAT000848;->MODMAT000001->MAT000823->MAT003412->MAT004998->MAT005920;4;2
MAT100001;MAT000849;->MODMAT000001->MAT000823->MAT003412->MAT004998->MAT005921;4;5
MAT100001;MAT000850;->MODMAT000001->MAT000823->MAT003412->MAT004998->MAT005922;4;3
MAT100001;MAT000851;->MODMAT000001->MAT000823->MAT003412->MAT004998->MAT005923;4;4
MAT100001;MAT000852;->MODMAT000001->MAT000823->MAT003412->MAT004998->MAT005924;4;1
MAT100001;MAT000853;->MODMAT000001->MAT000823->MAT003412->MAT004998->MAT005924->MAT006195;5;1
MAT100001;MAT000854;->MODMAT000001->MAT000823->MAT003412->MAT004999;3;1
MAT100001;MAT000855;->MODMAT000001->MAT000823->MAT003412->MAT004999->MAT005925;4;1
MAT100001;MAT000856;->MODMAT000001->MAT000823->MAT003412->MAT004999->MAT005925->MAT006196;5;1
MAT100001;MAT000857;->MODMAT000001->MAT000823->MAT003412->MAT005000;3;3
MAT100001;MAT000858;->MODMAT000001->MAT000823->MAT003412->MAT005000->MAT005926;4;3
MAT100001;MAT000859;->MODMAT000001->MAT000823->MAT003412->MAT005000->MAT005927;4;2
MAT100001;MAT000860;->MODMAT000001->MAT000823->MAT003412->MAT005000->MAT005928;4;1
MAT100001;MAT000861;->MODMAT000001->MAT000823->MAT003413;2;6
MAT100001;MAT000217;->MODMAT000001->MAT000823->MAT003413->MAT005001;3;6
MAT100001;MAT000862;->MODMAT000001->MAT000823->MAT003413->MAT005002;3;7
MAT100001;MAT000863;->MODMAT000001->MAT000823->MAT003413->MAT005003;3;5
MAT100001;MAT000864;->MODMAT000001->MAT000823->MAT003413->MAT005004;3;2
MAT100001;MAT000321;->MODMAT000001->MAT000823->MAT003413->MAT005004->MAT005817;4;1
MAT100001;MAT000865;->MODMAT000001->MAT000823->MAT003413->MAT005005;3;3
MAT100001;MAT000023;->MODMAT000001->MAT000823->MAT003413->MAT005005->MAT005929;4;1
MAT100001;MAT000047;->MODMAT000001->MAT000823->MAT003413->MAT006041;3;4
MAT100001;MAT000109;->MODMAT000001->MAT000823->MAT003413->MAT006041->MAT006217;4;1
MAT100001;MAT000868;->MODMAT000001->MAT000823->MAT003413->MAT005007;3;1
MAT100001;MAT000254;->MODMAT000001->MAT000823->MAT003413->MAT005007->MAT006167;4;1
MAT100001;MAT000869;->MODMAT000001->MAT000823->MAT003414;2;3
MAT100001;MAT000870;->MODMAT000001->MAT000823->MAT003414->MAT005008;3;6
MAT100001;MAT000871;->MODMAT000001->MAT000823->MAT003414->MAT005009;3;7
MAT100001;MAT000872;->MODMAT000001->MAT000823->MAT003414->MAT005010;3;2
MAT100001;MAT000873;->MODMAT000001->MAT000823->MAT003414->MAT005011;3;4
MAT100001;MAT000874;->MODMAT000001->MAT000823->MAT003414->MAT005012;3;3
MAT100001;MAT000875;->MODMAT000001->MAT000823->MAT003414->MAT005013;3;9
MAT100001;MAT000876;->MODMAT000001->MAT000823->MAT003414->MAT005014;3;8
MAT100001;MAT000877;->MODMAT000001->MAT000823->MAT003414->MAT005014->MAT005931;4;1
MAT100001;MAT000878;->MODMAT000001->MAT000823->MAT003414->MAT005015;3;5
MAT100001;MAT000879;->MODMAT000001->MAT000823->MAT003414->MAT005016;3;1
MAT100001;MAT000880;->MODMAT000001->MAT000823->MAT003414->MAT005016->MAT005932;4;1
MAT100001;MAT000881;->MODMAT000001->MAT000823->MAT003415;2;2
MAT100001;MAT000870;->MODMAT000001->MAT000823->MAT003415->MAT005008;3;2
MAT100001;MAT000871;->MODMAT000001->MAT000823->MAT003415->MAT005009;3;4
MAT100001;MAT000875;->MODMAT000001->MAT000823->MAT003415->MAT005013;3;6
MAT100001;MAT000876;->MODMAT000001->MAT000823->MAT003415->MAT005014;3;5
MAT100001;MAT000877;->MODMAT000001->MAT000823->MAT003415->MAT005014->MAT005931;4;1
MAT100001;MAT000878;->MODMAT000001->MAT000823->MAT003415->MAT005015;3;3
MAT100001;MAT000882;->MODMAT000001->MAT000823->MAT003415->MAT005017;3;1
MAT100001;MAT000883;->MODMAT000001->MAT000823->MAT003415->MAT005017->MAT005933;4;1
MAT100001;MAT000884;->MODMAT000001->MAT000823->MAT003416;2;7
MAT100001;MAT000885;->MODMAT000001->MAT000823->MAT003416->MAT005018;3;1
MAT100001;MAT000886;->MODMAT000001->MAT000823->MAT003416->MAT005018->MAT005934;4;1
MAT100001;MAT000887;->MODMAT000001->MAT000823->MAT003417;2;5
MAT100001;MAT000254;->MODMAT000001->MAT000823->MAT003417->MAT006167;3;1
MAT100001;MAT000888;->MODMAT000001->MAT000823->MAT003418;2;20
MAT100001;MAT000889;->MODMAT000001->MAT000823->MAT003418->MAT005961;3;1
MAT100001;MAT000890;->MODMAT000001->MAT000823->MAT003419;2;23
MAT100001;MAT000891;->MODMAT000001->MAT000891;1;1114
MAT100001;MAT000892;->MODMAT000001->MAT000891->MAT003420;2;15
MAT100001;MAT000893;->MODMAT000001->MAT000891->MAT003420->MAT005021;3;1
MAT100001;MAT000702;->MODMAT000001->MAT000891->MAT004945;2;45
MAT100001;MAT000894;->MODMAT000001->MAT000891->MAT003422;2;6
MAT100001;MAT000895;->MODMAT000001->MAT000891->MAT003422->MAT005022;3;3
MAT100001;MAT000896;->MODMAT000001->MAT000891->MAT003423;2;46
MAT100001;MAT000612;->MODMAT000001->MAT000891->MAT003321;2;23
MAT100001;MAT000897;->MODMAT000001->MAT000891->MAT003424;2;21
MAT100001;MAT000898;->MODMAT000001->MAT000891->MAT003425;2;22
MAT100001;MAT000473;->MODMAT000001->MAT000891->MAT003281;2;24
MAT100001;MAT000899;->MODMAT000001->MAT000891->MAT003426;2;44
MAT100001;MAT000213;->MODMAT000001->MAT000891->MAT003172;2;26
MAT100001;MAT000900;->MODMAT000001->MAT000891->MAT003427;2;28
MAT100001;MAT000901;->MODMAT000001->MAT000891->MAT003428;2;29
MAT100001;MAT000091;->MODMAT000001->MAT000891->MAT004874;2;31
MAT100001;MAT000427;->MODMAT000001->MAT000891->MAT003256;2;25
MAT100001;MAT000902;->MODMAT000001->MAT000891->MAT003430;2;20
MAT100001;MAT000903;->MODMAT000001->MAT000891->MAT003431;2;32
MAT100001;MAT000904;->MODMAT000001->MAT000891->MAT003432;2;19
MAT100001;MAT000216;->MODMAT000001->MAT000891->MAT003175;2;33
MAT100001;MAT000217;->MODMAT000001->MAT000891->MAT005001;2;47
MAT100001;MAT000905;->MODMAT000001->MAT000891->MAT005281;2;36
MAT100001;MAT000304;->MODMAT000001->MAT000891->MAT003202;2;35
MAT100001;MAT000906;->MODMAT000001->MAT000891->MAT003434;2;48
MAT100001;MAT000907;->MODMAT000001->MAT000891->MAT005289;2;18
MAT100001;MAT000337;->MODMAT000001->MAT000891->MAT005835;2;17
MAT100001;MAT000908;->MODMAT000001->MAT000891->MAT003437;2;16
MAT100001;MAT000909;->MODMAT000001->MAT000891->MAT003438;2;27
MAT100001;MAT000910;->MODMAT000001->MAT000891->MAT003439;2;30
MAT100001;MAT000911;->MODMAT000001->MAT000891->MAT003440;2;34
MAT100001;MAT000912;->MODMAT000001->MAT000891->MAT003441;2;41
MAT100001;MAT000913;->MODMAT000001->MAT000891->MAT003442;2;40
MAT100001;MAT000914;->MODMAT000001->MAT000891->MAT003443;2;39
MAT100001;MAT000392;->MODMAT000001->MAT000891->MAT003234;2;37
MAT100001;MAT000915;->MODMAT000001->MAT000891->MAT003444;2;38
MAT100001;MAT000916;->MODMAT000001->MAT000891->MAT003445;2;7
MAT100001;MAT000274;->MODMAT000001->MAT000891->MAT003445->MAT004788;3;1
MAT100001;MAT000917;->MODMAT000001->MAT000891->MAT003446;2;5
MAT100001;MAT000918;->MODMAT000001->MAT000891->MAT003446->MAT005023;3;1
MAT100001;MAT000919;->MODMAT000001->MAT000891->MAT003447;2;2
MAT100001;MAT000639;->MODMAT000001->MAT000891->MAT003447->MAT005024;3;4
MAT100001;MAT000429;->MODMAT000001->MAT000891->MAT003447->MAT005025;3;2
MAT100001;MAT000920;->MODMAT000001->MAT000891->MAT003447->MAT005026;3;3
MAT100001;MAT000921;->MODMAT000001->MAT000891->MAT003447->MAT005027;3;1
MAT100001;MAT000922;->MODMAT000001->MAT000891->MAT003447->MAT005027->MAT005935;4;1
MAT100001;MAT000923;->MODMAT000001->MAT000891->MAT003448;2;11
MAT100001;MAT000924;->MODMAT000001->MAT000891->MAT003448->MAT005028;3;1
MAT100001;MAT000925;->MODMAT000001->MAT000891->MAT003449;2;10
MAT100001;MAT000926;->MODMAT000001->MAT000891->MAT003449->MAT005029;3;1
MAT100001;MAT000927;->MODMAT000001->MAT000891->MAT003450;2;4
MAT100001;MAT000928;->MODMAT000001->MAT000891->MAT003450->MAT005030;3;1
MAT100001;MAT000929;->MODMAT000001->MAT000891->MAT003451;2;9
MAT100001;MAT000930;->MODMAT000001->MAT000891->MAT003451->MAT005031;3;1
MAT100001;MAT000931;->MODMAT000001->MAT000891->MAT003452;2;8
MAT100001;MAT000932;->MODMAT000001->MAT000891->MAT003452->MAT005963;3;1
MAT100001;MAT000933;->MODMAT000001->MAT000891->MAT003453;2;3
MAT100001;MAT000928;->MODMAT000001->MAT000891->MAT003453->MAT005030;3;1
MAT100001;MAT000934;->MODMAT000001->MAT000891->MAT003454;2;42
MAT100001;MAT000935;->MODMAT000001->MAT000891->MAT003455;2;14
MAT100001;MAT000936;->MODMAT000001->MAT000891->MAT003456;2;43
MAT100001;MAT000937;->MODMAT000001->MAT000891->MAT003456->MAT005033;3;1
MAT100001;MAT000938;->MODMAT000001->MAT000891->MAT003457;2;12
MAT100001;MAT000939;->MODMAT000001->MAT000891->MAT003457->MAT005034;3;1
MAT100001;MAT000940;->MODMAT000001->MAT000891->MAT003458;2;13
MAT100001;MAT000941;->MODMAT000001->MAT000891->MAT003458->MAT005035;3;3
MAT100001;MAT000942;->MODMAT000001->MAT000891->MAT003458->MAT005036;3;4
MAT100001;MAT000943;->MODMAT000001->MAT000891->MAT003458->MAT005037;3;2
MAT100001;MAT000944;->MODMAT000001->MAT000891->MAT003458->MAT005037->MAT005936;4;2
MAT100001;MAT000945;->MODMAT000001->MAT000891->MAT003458->MAT005038;3;1
MAT100001;MAT000946;->MODMAT000001->MAT000891->MAT003458->MAT005038->MAT005937;4;1
MAT100001;MAT000947;->MODMAT000001->MAT000891->MAT003459;2;1
MAT100001;MAT000948;->MODMAT000001->MAT000891->MAT003459->MAT005039;3;1
MAT100001;MAT000949;->MODMAT000001->MAT000949;1;1115
MAT100001;MAT000950;->MODMAT000001->MAT000949->MAT003460;2;4
MAT100001;MAT000951;->MODMAT000001->MAT000949->MAT003461;2;5
MAT100001;MAT000952;->MODMAT000001->MAT000949->MAT003462;2;3
MAT100001;MAT000937;->MODMAT000001->MAT000949->MAT003462->MAT005033;3;1
MAT100001;MAT000953;->MODMAT000001->MAT000949->MAT003463;2;2
MAT100001;MAT000937;->MODMAT000001->MAT000949->MAT003463->MAT005033;3;1
MAT100001;MAT000954;->MODMAT000001->MAT000949->MAT003464;2;1
MAT100001;MAT000937;->MODMAT000001->MAT000949->MAT003464->MAT005033;3;1
MAT100001;MAT000955;->MODMAT000001->MAT000955;1;1095
MAT100001;MAT000956;->MODMAT000001->MAT000955->MAT005048;2;2
MAT100001;MAT000957;->MODMAT000001->MAT000955->MAT003466;2;1
MAT100001;MAT000958;->MODMAT000001->MAT000955->MAT003466->MAT005040;3;1
MAT100001;MAT000959;->MODMAT000002->MAT000959;1;1102
MAT100001;MAT000960;->MODMAT000002->MAT000959->MAT005044;2;58
MAT100001;MAT000961;->MODMAT000002->MAT000959->MAT003468;2;72
MAT100001;MAT000962;->MODMAT000002->MAT000959->MAT003469;2;48
MAT100001;MAT000963;->MODMAT000002->MAT000959->MAT003470;2;40
MAT100001;MAT000964;->MODMAT000002->MAT000959->MAT003471;2;53
MAT100001;MAT000965;->MODMAT000002->MAT000959->MAT003472;2;54
MAT100001;MAT000966;->MODMAT000002->MAT000959->MAT003473;2;13
MAT100001;MAT000967;->MODMAT000002->MAT000959->MAT003474;2;42
MAT100001;MAT000968;->MODMAT000002->MAT000959->MAT003475;2;51
MAT100001;MAT000969;->MODMAT000002->MAT000959->MAT005045;2;62
MAT100001;MAT000970;->MODMAT000002->MAT000959->MAT003477;2;41
MAT100001;MAT000971;->MODMAT000002->MAT000959->MAT003478;2;56
MAT100001;MAT000972;->MODMAT000002->MAT000959->MAT003479;2;9
MAT100001;MAT000973;->MODMAT000002->MAT000959->MAT003480;2;61
MAT100001;MAT000263;->MODMAT000002->MAT000959->MAT005806;2;71
MAT100001;MAT000956;->MODMAT000002->MAT000959->MAT005048;2;60
MAT100001;MAT000974;->MODMAT000002->MAT000959->MAT003482;2;19
MAT100001;MAT000975;->MODMAT000002->MAT000959->MAT003483;2;27
MAT100001;MAT000976;->MODMAT000002->MAT000959->MAT003484;2;43
MAT100001;MAT000977;->MODMAT000002->MAT000959->MAT003485;2;52
MAT100001;MAT000978;->MODMAT000002->MAT000959->MAT003486;2;39
MAT100001;MAT000979;->MODMAT000002->MAT000959->MAT003487;2;45
MAT100001;MAT000980;->MODMAT000002->MAT000959->MAT003488;2;49
MAT100001;MAT000981;->MODMAT000002->MAT000959->MAT003489;2;36
MAT100001;MAT000982;->MODMAT000002->MAT000959->MAT003490;2;10
MAT100001;MAT000983;->MODMAT000002->MAT000959->MAT003491;2;14
MAT100001;MAT000984;->MODMAT000002->MAT000959->MAT003492;2;15
MAT100001;MAT000985;->MODMAT000002->MAT000959->MAT003492->MAT005041;3;20
MAT100001;MAT000986;->MODMAT000002->MAT000959->MAT003493;2;16
MAT100001;MAT000987;->MODMAT000002->MAT000959->MAT003493->MAT005042;3;10
MAT100001;MAT000988;->MODMAT000002->MAT000959->MAT003493->MAT005043;3;11
MAT100001;MAT000989;->MODMAT000002->MAT000959->MAT003494;2;17
MAT100001;MAT000990;->MODMAT000002->MAT000959->MAT003495;2;18
MAT100001;MAT000991;->MODMAT000002->MAT000959->MAT005049;2;21
MAT100001;MAT000992;->MODMAT000002->MAT000959->MAT003497;2;23
MAT100001;MAT000993;->MODMAT000002->MAT000959->MAT003498;2;33
MAT100001;MAT000994;->MODMAT000002->MAT000959->MAT005050;2;37
MAT100001;MAT000995;->MODMAT000002->MAT000959->MAT003500;2;38
MAT100001;MAT000996;->MODMAT000002->MAT000959->MAT005051;2;57
MAT100001;MAT000997;->MODMAT000002->MAT000959->MAT003502;2;59
MAT100001;MAT000998;->MODMAT000002->MAT000959->MAT003503;2;99
MAT100001;MAT000960;->MODMAT000002->MAT000959->MAT003503->MAT005044;3;9
MAT100001;MAT000969;->MODMAT000002->MAT000959->MAT003503->MAT005045;3;1
MAT100001;MAT000999;->MODMAT000002->MAT000959->MAT003503->MAT005046;3;8
MAT100001;MAT000263;->MODMAT000002->MAT000959->MAT003503->MAT005806;3;7
MAT100001;MAT000956;->MODMAT000002->MAT000959->MAT003503->MAT005048;3;19
MAT100001;MAT000991;->MODMAT000002->MAT000959->MAT003503->MAT005049;3;4
MAT100001;MAT000994;->MODMAT000002->MAT000959->MAT003503->MAT005050;3;2
MAT100001;MAT000996;->MODMAT000002->MAT000959->MAT003503->MAT005051;3;3
MAT100001;MAT000236;->MODMAT000002->MAT000959->MAT003503->MAT004781;3;11
MAT100001;MAT001000;->MODMAT000002->MAT000959->MAT003503->MAT005052;3;14
MAT100001;MAT000237;->MODMAT000002->MAT000959->MAT003503->MAT004782;3;13
MAT100001;MAT001001;->MODMAT000002->MAT000959->MAT003503->MAT005053;3;12
MAT100001;MAT001002;->MODMAT000002->MAT000959->MAT003503->MAT005054;3;22
MAT100001;MAT001003;->MODMAT000002->MAT000959->MAT003503->MAT005055;3;21
MAT100001;MAT000988;->MODMAT000002->MAT000959->MAT003503->MAT005043;3;20
MAT100001;MAT000272;->MODMAT000002->MAT000959->MAT003503->MAT004787;3;23
MAT100001;MAT001004;->MODMAT000002->MAT000959->MAT003503->MAT005056;3;6
MAT100001;MAT001005;->MODMAT000002->MAT000959->MAT003503->MAT005057;3;10
MAT100001;MAT000263;->MODMAT000002->MAT000959->MAT003503->MAT005057->MAT005806;4;1
MAT100001;MAT001002;->MODMAT000002->MAT000959->MAT005054;2;20
MAT100001;MAT001003;->MODMAT000002->MAT000959->MAT005055;2;22
MAT100001;MAT001006;->MODMAT000002->MAT000959->MAT003506;2;55
MAT100001;MAT001007;->MODMAT000002->MAT000959->MAT003507;2;100
MAT100001;MAT001008;->MODMAT000002->MAT000959->MAT003508;2;5
MAT100001;MAT001009;->MODMAT000002->MAT000959->MAT003509;2;6
MAT100001;MAT001010;->MODMAT000002->MAT000959->MAT003510;2;11
MAT100001;MAT001011;->MODMAT000002->MAT000959->MAT003511;2;30
MAT100001;MAT001012;->MODMAT000002->MAT000959->MAT003512;2;35
MAT100001;MAT001004;->MODMAT000002->MAT000959->MAT005056;2;25
MAT100001;MAT001005;->MODMAT000002->MAT000959->MAT005057;2;70
MAT100001;MAT000263;->MODMAT000002->MAT000959->MAT005057->MAT005806;3;1
MAT100001;MAT001013;->MODMAT000002->MAT001013;1;1120
MAT100001;MAT000055;->MODMAT000002->MAT001013->MAT005336;2;2
MAT100001;MAT001014;->MODMAT000002->MAT001013->MAT003515;2;1
MAT100001;MAT001015;->MODMAT000002->MAT001015;1;1112
